_id,ltable_id,rtable_id,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,id_id_exm,id_id_anm,id_id_lev_dist,id_id_lev_sim,name_name_jac_qgm_3_qgm_3,name_name_cos_dlm_dc0_dlm_dc0,name_name_mel,name_name_lev_dist,name_name_lev_sim,price_price_lev_dist,price_price_lev_sim,price_price_jar,price_price_jwn,price_price_exm,price_price_jac_qgm_3_qgm_3,label
5319,978,399,canon black leather case 3528b001,canon psc-4000 black leather case 3528b001 genuine leather case designed for the powershot sx10 is black finish,None,nikon digital camera leather case 5811,leather black,7.99,0,0.40797546012269936,3.0,0.0,0.23333333333333334,0.3651483716701107,0.6830041408538818,20.0,0.4736842105263158,4.0,0.0,0.0,0.0,0,0.0,0
5320,477,926,sony silver cyber-shot digital camera dscw150,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,None,sony cyber-shot dsc-w170 digital camera silver dscw170,10.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,None,0,0.5151187904967602,3.0,0.0,0.7068965517241379,0.7715167498104595,0.8713005781173706,24.0,0.5555555555555556,0.0,1.0,1.0,1.0,1,1.0,0
5321,674,1077,sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s,sony 19 ' bravia m-series silver lcd flat panel hdtv kdl19m4000s 720p resolution ( 1440x900 ) up to 1080/60p input capable via hdmi mpeg noise reduction 3d comb filter atsc/ntsc tuner with qam vesa hole spacing compatible cinemotion reverse 3:2 pulldown technology silver finish,None,sony bravia xbr series kdl-52xbr6 52 ' lcd tv kdl52xbr6,"52 ' active matrix tft atsc , ntsc 16:9 1920 x 1080 dolby , surround hdtv 480i , 480p , 720p , 1080i , 1080p",2573.72,0,0.6258124419684308,3.0,0.25,0.2608695652173913,0.38138503569823695,0.7779844403266907,37.0,0.421875,7.0,0.0,0.0,0.0,0,0.0,0
5322,654,563,panasonic viera 50 ' plasma flat panel black hdtv th50pz800u,"panasonic viera 50 ' plasma flat panel black hdtv th50pz800u 1920 x 1080 full hd resolution one-sheet glass design anti-reflective screen 4096 shades of gradation 1,000,000:1 dynamic contrast ratio 24p film mode thx certified viera link deep color x.v.color digital comb filter 3d color management motion pattern noise reduction black finish",None,panasonic viera th-42px80u 42 ' plasma tv,"42 ' atsc , ntsc 16:9 1024 x 768 surround hdtv",749.0,0,0.8608562691131498,3.0,0.0,0.32051282051282054,0.47809144373375745,0.8285513520240784,35.0,0.41666666666666663,5.0,0.0,0.0,0.0,0,0.0,0
5323,940,654,canon black eos 50d digital slr camera body eos50dbody,canon black eos 50d digital slr camera body eos50dbody 15.1 megapixel cmos sensor digic 4 image processor 3.0 ' clear view lcd 9 cross-type high-precision sensors enhanced live view eos integrated cleaning system creative auto hdmi output 2807b006 black finish,None,canon powershot sd890 is digital camera 2566b001,"canon powershot sd890 is 10 megapixel , 5x optical zoom , 2.5 ' lcd , ua lens digital camera",198.0,0,0.6957446808510639,3.0,0.0,0.23170731707317074,0.3779644730092272,0.8011772632598877,32.0,0.40740740740740744,5.0,0.0,0.0,0.0,0,0.0,0
5324,464,581,sony silver minidv handycam camcorder dcrhc52,sony silver minidv handycam camcorder dcrhc52 680k pixels imager carl zeiss vario-tessar lens 40x optical zoom and 2000x digital zoom 2.5 ' touch panel lcd display super steadyshot image stabilization super nightshot plus technology easy handycam button fader effects manual focus multi-language menu silver finish,None,sony handycam hdr-hc9 high definition digital camcorder hdrhc9,16:9 2.7 ' color lcd,824.95,0,0.7986230636833047,3.0,0.0,0.2804878048780488,0.43301270189221935,0.8125221729278564,37.0,0.4032258064516129,6.0,0.0,0.0,0.0,0,0.0,0
5325,477,607,sony silver cyber-shot digital camera dscw150,sony silver cyber-shot digital camera dscw150 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide silver finish,None,panasonic lumix dmc-fs3 digital camera silver,"panasonic dmc-fs3s 8 megapixel compact digital camera with 33mm lens , 3x optical zoom , intelligent auto mode and 2.5 ' diagonal intelligent lcd silver",137.33,0,0.785831960461285,2.0,0.33333333333333337,0.2702702702702703,0.5000000000000001,0.6850656867027283,27.0,0.4,6.0,0.0,0.0,0.0,0,0.0,0
5326,540,664,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505,toshiba 22 ' lcd hdtv with built in dvd player in black 22lv505 built-in slot loading dvd player built-in atsc/ntsc/qam digital tuning official divx ® certified pc input space saving design bottom mount stereo speakers black finish,None,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,0,0.8132530120481928,3.0,0.0,0.2073170731707317,0.3872983346207417,0.758222222328186,40.0,0.3650793650793651,6.0,0.0,0.0,0.0,0,0.0,0
5327,190,461,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b,panasonic kx-tg4500b black 5.8 ghz cordless phone system kxtg4500b frequency-hopping spread spectrum technology all-digital voice mail system handles up to 4 lines tollsaver 2-way recording black finish,None,panasonic kx-tg8232b cordless phone,1 x phone line ( s ) black,79.99,0,0.4121475054229935,3.0,0.0,0.39436619718309857,0.5,0.842326819896698,35.0,0.4696969696969697,5.0,0.0,0.0,0.0,0,0.0,0
5328,770,622,garmin nuvi 205w gps navigation system 0100071840,"garmin nuvi 205w gps navigation system 0100071840 4.3 ' tft display contiguous u.s. , canada or regional sections of europe preloaded maps voice prompts 3d map option auto re-route choice of route setup fm traffic compatible msn direct for u.s. compatible touchscreen qwerty or abc keyboard sd card slot up to 4 hours of battery life anti-theft garmin lock grey finish",None,garmin nvi 205 automobile navigator 010-00717-40,garmin nuvi 205 automobile navigator 3.5 ' active matrix tft color lcd,None,0,0.8077922077922077,3.0,0.0,0.3116883116883117,0.1543033499620919,0.8652734160423279,24.0,0.5102040816326531,0.0,1.0,1.0,1.0,1,1.0,0
5329,628,292,polk audio csi a6 black center channel loudspeaker csia6bk,polk audio csi a6 black center channel loudspeaker csia6bk dual 6-1/2 ' mid/woofers 1 ' silk/polymer dome tweeter dual rear powerport bass venting magnetic shielding mylar bypass capacitors acoustic resonance control ( arc port ) technology dual bi-ampable gold-plated 5-way binding post inputs butyl rubber surrounds floating anti-diffraction grilles all-mdf construction black finish sold as a single,449.95,polkaudio tci series tc60i in-ceiling loudspeaker tc60iw,2-way speaker 125w ( rms ) white,132.83,0,0.46496815286624205,3.0,0.0,0.2111111111111111,0.1259881576697424,0.8315942287445068,32.0,0.4482758620689655,5.0,0.16666666666666663,0.4444444477558136,0.4444444477558136,0,0.0,0
5330,828,950,ihome silver computer speakers with ipod dock ih70s,"ihome ih70src silver computer speakers with ipod dock ih70s 15 watts sync ipod with computer reson8 speakers full function remote control charge ipod while docking compatible with ipod touch , ipod classic , ipod 4th generation and up , ipod nano 1st generation and up silver with black trim finish",None,ihome ih70src 15 watt computer speakers with ipod syncing/charging dock ih70src,None,None,0,0.871578947368421,3.0,0.0,0.5,0.6708203932499369,0.8347542881965637,33.0,0.5822784810126582,0.0,1.0,1.0,1.0,1,1.0,1
5331,904,644,olympus stylus 1050 sw black digital camera stylus1050swb,olympus stylus 1050 sw black digital camera stylus1050swb 10.1 megapixel shockproof waterproof up to 10 ft. freezeproof 3x optical zoom 2.7 ' lcd display 41.6 mb internal memory tap control feature face detection 27 shooting modes continuous shooting high iso sensitivity in-camera panorama movie mode black finish,None,olympus evolt e-420 digital slr camera with 14 42mm f/3 .5 - f/5 .6 zuiko digital zoom lens black 262081,"olympus evolt e-420 10 megapixel digital slr camera with 14-42mm outfit , autofocus , live view , face detection & dust reduction",403.72,0,0.7123893805309734,2.0,0.33333333333333337,0.21138211382113822,0.32444284226152503,0.766274094581604,75.0,0.27884615384615385,6.0,0.0,0.0,0.0,0,0.0,0
5332,112,68,sennheisser hi-fi wireless headphone rs120,sennheisser hi-fi wireless headphone rs120 supra aural wireless rf headphone system range of up to 100 meters three selectable rf channels transmitter with metal cradle,None,sennheiser rs 140 wireless rf headphone rs-140,"- black , silver",144.97,0,0.6071428571428572,3.0,0.0,0.5,0.33806170189140655,0.8884114027023315,12.0,0.7391304347826086,6.0,0.0,0.0,0.0,0,0.0,0
5333,804,988,samsung 22 ' black flat panel series 6 lcd hdtv ln22a650,"samsung 22 ' black flat panel series 6 lcd hdtv ln22a650 1680 x 1050 true 720p resolution 5,000:1 dynamic contrast ratio srs trusurround xt built-in digital tuner ( atsc/clear qam ) wide color enhancer 8ms response time touch of color design black with red finish",599.0,samsung 9 series ln46a950 46 ' lcd tv,"46 ' atsc , ntsc 181 channels 16:9 1920 x 1080 surround hdtv 1080p",2699.98,0,0.8137651821862348,3.0,0.0,0.24358974358974358,0.42640143271122083,0.8137657046318054,35.0,0.375,4.0,0.4285714285714286,0.6761904954910278,0.6761904954910278,0,0.06666666666666667,0
5334,849,686,samsung 52 ' series 8 lcd black flat panel hdtv ln52a860,"samsung 52 ' series 8 lcd black flat panel hdtv ln52a860 touch of color design full 1080p high definition resolution 50,000:1 dynamic contrast ratio auto motion plus 120hz built-in digital tuner ( atsc/clear qam ) 4ms response time srs trusurround xt down firing speakers slim depth and narrow bezel black with blue finish",None,samsung 4 series ln22a451 22 ' lcd tv,"samsung ln22a451 22 ' widescreen lcd hdtv 3,000:1 dynamic contrast ratio 8ms response time white",399.0,0,0.8080094228504122,3.0,0.0,0.2597402597402597,0.42640143271122083,0.8122586607933044,34.0,0.3928571428571429,5.0,0.0,0.0,0.0,0,0.0,0
5335,991,923,toshiba 22 ' black lcd hdtv 22av500u,toshiba 22 ' black lcd hdtv 22av500u 720p hd display dynalight dynamic backlight control ntsc/atsc/qam built-in tuners 10-bit video processor 60hz video scan rate 3:2 pull-down cinema mode 24fps color temperature control black finish,None,toshiba 22lv506 22 ' tv/dvd combo,"21.9 ' lcd active matrix atsc , ntsc 16:9 1680 x 1050 - hdtv dvd-r , dvd-rw , cd-r , cd-rw 720p",None,0,0.9313824419778002,2.0,0.33333333333333337,0.24561403508771928,0.4629100498862757,0.8371211886405945,23.0,0.36111111111111116,0.0,1.0,1.0,1.0,1,1.0,0
5336,899,625,garmin nuvi 755t gps navigation system 0100071530,garmin nuvi 755t gps navigation system 0100071530 4.3 ' widescreen display up to 5 hours sleek & slim design lane assist 3-d building view preloaded street maps for north america photo navigation speaks street names fm transmitter mp3 player route planning where am i ? emergency locator garmin locate garmin lock grey finish,None,garmin nvi 205w automobile navigator 010-00718-40,garmin nuvi 205w portable gps system w / preloaded maps,162.99,0,0.6952169076751946,3.0,0.0,0.24390243902439024,0.1543033499620919,0.8383219838142395,27.0,0.44897959183673475,6.0,0.0,0.0,0.0,0,0.0,0
5337,883,844,olympus silver 8 megapixel digital camera fe370s,olympus silver 8 megapixel digital camera fe370s dual image stabilization 5x optical zoom face detection intelligent auto smile shot 2.7 ' high resolution lcd 18 shooting modes 8.0 megapixels silver finish,None,sony cyber-shot dsc-w150 digital camera silver dscw150,8.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,129.99,0,0.9558323895809739,2.0,0.33333333333333337,0.24390243902439024,0.4285714285714285,0.5824074149131775,36.0,0.33333333333333337,6.0,0.0,0.0,0.0,0,0.0,0
5338,901,727,canon powershot silver digital camera sx110is,canon powershot sx110 is silver digital camera sx110is 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient silver finish,None,nikon coolpix p80 digital camera 26114,"nikon coolpix p80 10 megapixel digital camera with 18x optical wide-angle zoom , 2.7 ' high-resolution lcd , vibration reduction image stabiliation & up to an iso6400",271.72,0,0.806881243063263,3.0,0.0,0.20833333333333334,0.33333333333333337,0.6875916123390198,22.0,0.5111111111111111,6.0,0.0,0.0,0.0,0,0.0,0
5339,858,563,panasonic viera 58 ' 1080p plasma hdtv in black th58pz850u,"panasonic viera 58 ' 1080p plasma hdtv in black th58pz850u 1920 x 1080 resolution 1,000,000:1 dynamic contrast ratio viera cast internet tv capability viera link hdavi control surround sound bbe viva hd3d sound built-in closed caption decoder built-in sd card memory slot built-in ntsc/atsc/qam tuners black finish",None,panasonic viera th-42px80u 42 ' plasma tv,"42 ' atsc , ntsc 16:9 1024 x 768 surround hdtv",749.0,0,0.6561771561771561,3.0,0.0,0.3076923076923077,0.47809144373375745,0.836036205291748,34.0,0.4137931034482759,5.0,0.0,0.0,0.0,0,0.0,0
5340,443,576,sony high definition hdv handycam camcorder hdrhc9,sony high definition hdv handycam camcorder hdrhc9 10x optical/20x digital zoom 2.7 ' wide ( 16:9 ) touch panel clear photo lcd plus display switchable hdv/dv format recording active interface shoe built-in intelligent flash progressive shutter system super nightshot infrared system x.v. color technology,None,sony handycam dcr-hc52 digital camcorder dcrhc52,16:9 2.5 ' color lcd,229.0,0,0.7690972222222222,3.0,0.0,0.3194444444444444,0.4629100498862757,0.8373017907142639,28.0,0.43999999999999995,5.0,0.0,0.0,0.0,0,0.0,0
5341,95,97,canon yellow ink cartridge yellow cli8y,"canon yellow ink cartridge cli8y compatible with the pixma ip4200 , ip5200 , ip5200r , ip6600d , mp500 , mp800 printers",16.0,canon cli-8pc photo cyan ink cartridge 0624b002,photo cyan,13.99,0,0.979381443298969,1.0,0.5,0.3333333333333333,0.5070925528371099,0.7913101315498352,29.0,0.3829787234042553,3.0,0.4,0.6333333253860474,0.6700000166893005,0,0.08333333333333333,0
5342,902,574,canon powershot black digital camera sx110isb,canon powershot sx110 is black digital camera sx110isb 9.0 megapixel 10x optical zoom lens with optical image stabilizer technology 3.0 ' lcd display digic iii image processor face detection motion detection 20 shooting modes including 8 special scene modes red-eye correction automatic iso settings print-share button power by aa batteries for convenient black finish,None,sony cyber-shot dsc-t300 digital camera black dsct300/b,10.1 megapixel 16:9 2x digital zoom 3.5 ' active matrix tft color lcd,273.95,0,0.6363636363636364,3.0,0.0,0.3157894736842105,0.4629100498862757,0.7070707082748413,28.0,0.49090909090909096,6.0,0.0,0.0,0.0,0,0.0,0
5343,191,44,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b frequency hopping digital spread spectrum technology answering system with compatible base unit call waiting caller id join in/privacy 2-way intercom voice scramble black finish,None,panasonic kx-tca86 headset,over-the-head,11.03,0,0.23036649214659688,3.0,0.0,0.2318840579710145,0.20412414523193148,0.8422749042510986,38.0,0.3770491803278688,5.0,0.0,0.0,0.0,0,0.0,0
5344,949,736,canon powershot silver 14.7 megapixel digital camera sd990is,canon powershot silver 14.7 megapixel digital camera sd990is 14.7 megapixel 3.7 x optical zoom optical image stabilizer optical viewfinder large high-quality 2.5 ' purecolor lcd digic 4 image processor face detection self-timer intelligent contrast correction quick mode print/share button silver finish,None,canon eos rebel xsi digital slr camera silver 2757b001,12.2 megapixel 3 ' active matrix tft color lcd,None,0,0.7755532139093783,3.0,0.0,0.2967032967032967,0.4714045207910316,0.832356870174408,42.0,0.30000000000000004,0.0,1.0,1.0,1.0,1,1.0,0
5345,961,86,canon printer gray ink cartridge cli221gry,"canon printer gray ink cartridge cli221gry fine technology for exceptional sharpness and detail compatible with pixma ip3600 , pixma ip4600 , pixma mp620 and pixma mp980",None,canon cli-8c ink cartridge 0621b002,cyan,13.99,0,0.08949011446409993,2.0,0.33333333333333337,0.35,0.5477225575051661,0.8108425140380859,19.0,0.5476190476190477,5.0,0.0,0.0,0.0,0,0.0,0
5346,793,445,canon deluxe soft black camera case 0716b001,canon deluxe soft black camera case 0716b001 compatible with canon powershot s2 is black finish,None,sony lcs-csj soft camera case lcscsj,top loading polyamide black,None,0,0.5611601513240858,3.0,0.0,0.2153846153846154,0.4629100498862757,0.5942087769508362,25.0,0.43181818181818177,0.0,1.0,1.0,1.0,1,1.0,0
5347,202,256,sirius st4-tk1 starmate 4 radio with car kit st4tk1,sirius st4-tk1 starmate 4 radio with car kit st4tk1 sirius replay universal docking 30 channel presets gamealert my gamezone lists wireless fm transmitter,None,directed electronics starmate 4 sirius satellite radio receiver st4tk1,xs fm transmitter 5 lines lcd,104.93,0,0.7890625,2.0,0.33333333333333337,0.3068181818181818,0.5555555555555556,0.6864994764328003,39.0,0.44285714285714284,6.0,0.0,0.0,0.0,0,0.0,1
5348,554,436,logitech harmony one advanced universal remote control harmony1,"logitech harmony one advanced universal remote control harmony1 one-touch access to your entertainment replaces up to 15 remotes full-color touch screen sculpted , backlighted buttons in logical zones ergonomic design rechargeable guided online setup world?s largest av control database/915 -000035",249.0,universal remote control mrf-260 barrier-free addressable rf base station,None,86.25,0,0.7870036101083032,3.0,0.0,0.23148148148148148,0.35355339059327373,0.6490840911865234,56.0,0.23287671232876717,5.0,0.0,0.46666666865348816,0.46666666865348816,0,0.0,0
5349,992,955,toshiba 40 ' black flat panel lcd hdtv 40rv525u,toshiba 40 ' black flat panel lcd hdtv 40rv525u 1080p full hd ( 1920 x 1080 ) cinespeed display dynalight dynamic backlight control ntsc/atsc/qam built-in tuners 10-bit video processor 60hz video scan rate 3:2 pull-down cinema mode 24fps color temperature control black finish,None,toshiba 52rv535u 52 ' widescreen 1080p lcd hdtv w / cinespeed piano black,None,None,0,0.9627016129032258,2.0,0.33333333333333337,0.22,0.4622501635210243,0.776255190372467,51.0,0.3013698630136986,0.0,1.0,1.0,1.0,1,1.0,0
5350,864,504,lacie little disk 250gb black portable hard drive 301278,"lacie little disk 250gb black portable hard drive 301278 compact , thin and lightweight design back up , synchronize and secure files and settings extractable integrated usb cable and protective cap hi-speed usb 2.0 pc and mac compatible black finish",99.0,lacie d2 quadra hard drive 301825u,"500gb 7200rpm serial ata/300 , ieee 1394b , ieee 1394a , usb 2.0 external sata , firewire , firewire , usb external",138.88,0,0.5833333333333333,2.0,0.33333333333333337,0.2777777777777778,0.4082482904638631,0.8102800846099854,29.0,0.4821428571428571,5.0,0.16666666666666663,0.4722222089767456,0.4722222089767456,0,0.0,0
5351,253,573,sony black cyber-shot w series digital camera carrying case lcscsl,sony lcs-csl black cyber-shot w and s series digital camera carrying case lcscsl designed exclusively for your cyber-shot w and s series digital camera form-fitting design leather material black finish,None,sony cyber-shot dsc-w120 digital camera pink dscw120/p,16:9 2x digital zoom 2.5 ' active matrix tft color lcd,109.99,0,0.44153577661431065,2.0,0.33333333333333337,0.3258426966292135,0.47809144373375745,0.7893602848052979,30.0,0.5454545454545454,6.0,0.0,0.0,0.0,0,0.0,0
5352,667,83,canon pg-40 black ink cartridge twin pack pg40tbk,"canon pg-40 black ink cartridge twin pack pg40tbk compatible with canon fax-jx200 , pixma ip1600 , pixma ip1700 , pixma ip6000d , pixma mp150 , pixma mp160 , pixma mp170 , pixma mp180 , pixma mp450 , pixma mp460 black ink",None,canon cli-8m ink cartridge 0622b002,magenta,10.35,0,0.12443778110944526,3.0,0.0,0.2923076923076923,0.4743416490252569,0.8028571605682373,27.0,0.44897959183673475,5.0,0.0,0.0,0.0,0,0.0,0
5353,177,209,garmin nuvi 360 010-10815 -00 black replacement vehicle suction cup mount 0101081500,garmin nuvi 360 010-10815 -00 black replacement vehicle suction cup mount 0101081500 compatible with the nuvi 360 it is a replacement black finish,39.0,garmin vehicle suction mount 010-10609-00,None,27.59,0,0.84688995215311,3.0,0.0,0.4186046511627907,0.5393598899705937,0.8061779737472534,50.0,0.40476190476190477,4.0,0.19999999999999996,0.4833333194255829,0.4833333194255829,0,0.0,0
5354,480,587,sony red cyber-shot digital camera dscw150r,sony dscw150 red cyber-shot digital camera dscw150r 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,None,sony alpha dslr-a350 digital slr camera dslra350,14.2 megapixel 16:9 2.7 ' active matrix tft color lcd,594.73,0,0.817717206132879,2.0,0.33333333333333337,0.29411764705882354,0.4629100498862757,0.8122004866600037,22.0,0.5416666666666667,6.0,0.0,0.0,0.0,0,0.0,0
5355,96,87,canon black ink cartridge black pg40bk,"canon black ink cartridge pg40bk compatible with the pixma ip1600 , mp170 printers",19.0,canon cli-8y ink cartridge 0623b002,yellow,13.99,0,0.90625,2.0,0.0,0.3584905660377358,0.5999999999999999,0.8264361023902893,16.0,0.5789473684210527,3.0,0.4,0.6333333253860474,0.6700000166893005,0,0.08333333333333333,0
5356,485,100,canon pixma mx850 multifunction printer mx850c,"canon pixma mx850 multifunction printer mx850c advanced 5 in 1 printer , scanner , copier , fax machine high resolution up to 9600 x 2400 color prints auto-image fix quick start memory card slot grey and black finish",None,canon pg-50 high capacity black ink cartridge for pixma mp450 printer 0616b002,black,None,0,0.20618556701030932,3.0,0.0,0.21212121212121213,0.3535533905932738,0.7854710817337036,53.0,0.3205128205128205,0.0,1.0,1.0,1.0,1,1.0,0
5357,392,540,canon easy photo pack 1335b001,canon easy photo pack 1335b001 combines ink and paper into one cartridge dye-sublimination technology,None,canon pixma ip2600 inkjet photo printer 2435b002,None,None,0,0.7259259259259259,3.0,0.0,0.22388059701492538,0.33806170189140655,0.7882971167564392,27.0,0.4375,0.0,1.0,1.0,1.0,1,1.0,0
5358,561,760,sony bravia home theater system davhdx275,sony bravia home theater system davhdx275 5.1 channel surround 1080p upscaling via hdmi 1000watts 5-disc dvd-cd player multi-room s-air technology bravia sync ipod cradle digital media port digital cinema auto calibration multi speaker formation black and silver finish,None,sony bravia dav-hdx275 home theater system,", 5.1 speakers 5 disc ( s ) progressive scan 1000w rms dolby pro logic ii",None,0,0.7381578947368421,2.0,0.33333333333333337,0.7058823529411765,0.8333333333333335,0.9269454479217529,21.0,0.5,0.0,1.0,1.0,1.0,1,1.0,1
5359,528,351,sony dvp-fx820 black 8 ' portable dvd player dvpfx820,"sony dvp-fx820 black 8 ' portable dvd player dvpfx820 swivel & flip screen with dual sensor for remote control control buttons on screen bezel 12 bit video dac with 108 mhz processing removable , rechargeable battery & car adapter included black finish",None,sony dvpns57p dvd player dvpns57pb,"dvd + rw , dvd-rw , dvd + r , dvd-r , cd-rw dvd video , svcd , video cd , jpeg , mp3 playback 1 disc ( s ) progressive scan black",39.0,0,0.6647727272727273,3.0,0.0,0.3050847457627119,0.4472135954999579,0.7853984832763672,30.0,0.4339622641509434,4.0,0.0,0.0,0.0,0,0.0,0
5360,1056,71,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1 swivel motion low profile virtual axis technology easy access to wires universal mounting brackets black finish,349.0,sanus visionmount flat panel tv wall mount vmpl3b,steel 280 lb,144.05,0,0.06723484848484851,4.0,0.0,0.35714285714285715,0.6123724356957945,0.8068081736564636,32.0,0.5223880597014925,3.0,0.5,0.699999988079071,0.699999988079071,0,0.0,0
5361,1053,537,nikon black coolpix s210 li-ion rechargeable battery enel10,nikon black coolpix s210 li-ion rechargeable battery enel10 compatible with coolpix s series digital cameras black finish,None,nikon coolpix s210 digital camera plum 26103,"nikon coolpix s210 8 megapixel digital camera with 3x optical zoom-nikkor , iso2000 , 2.5 ' lcd & vr image stabilization plum",118.72,0,0.50997150997151,3.0,0.25,0.20454545454545456,0.40089186286863654,0.8134480118751526,32.0,0.4576271186440678,6.0,0.0,0.0,0.0,0,0.0,0
5362,789,637,panasonic dect 6.0 silver digital cordless handset kxtga630s,panasonic dect 6.0 silver digital cordless handset kxtga630s for use with panasonic 6300 and 9300 series phone systems dect 6.0 technology 60 channels call waiting caller id 1.4 ' amber backlit lcd display wall mountable 11 days standby time 5 hours talk time silver finish,29.99,panasonic kx-tg9341t cordless phone,"1 x phone line ( s ) black , metallic",None,0,0.8073510773130546,3.0,0.0,0.2375,0.35355339059327373,0.7736996412277222,36.0,0.4,5.0,0.0,0.0,0.0,0,0.0,0
5363,42,780,maytag over-the-range microwave oven mmv5207bk,"maytag over-the-range microwave oven mmv5207bk 2.0 cubic foot capacity 1,100 watts ten power levels sensor cook custom program option wideglide tray delay-stop fan settings deluxe charcoal odor filter black finish",None,lg 1.6 cu.ft . over the range microwave,None,None,0,0.05384615384615388,3.0,0.0,0.24285714285714285,0.15811388300841897,0.5992609262466431,30.0,0.34782608695652173,0.0,1.0,1.0,1.0,1,1.0,0
5364,196,907,sony digital photo printer paper 120 pack svmf120p,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,35.0,sony dpfd70 digital photo frame,photo viewer 7 ' lcd,107.58,0,0.21609702315325252,3.0,0.0,0.30158730158730157,0.4743416490252569,0.8102034330368042,35.0,0.30000000000000004,5.0,0.16666666666666663,0.4444444477558136,0.4444444477558136,0,0.0,0
5365,1020,813,linksys simultaneous dual-n band wireless router wrt610n,"linksys simultaneous dual-n band wireless router wrt610n internet-sharing router and 4-port gigabit switch built-in dual-band speed and range enhanced wireless access point two simultaneous , separate radio bands wireless-n technology advanced wireless security and spi firewall",179.0,linksys wrt610n simultaneous dual-n band wireless router,None,None,0,0.7970588235294118,4.0,0.0,0.8412698412698413,0.9999999999999999,0.8993261456489563,16.0,0.7142857142857143,5.0,0.0,0.0,0.0,0,0.0,1
5366,433,963,canon red photo ink cartridge cli8r,canon red photo ink cartridge cli8r fine technology for exceptional sharpness & detail compatible with canon pixma pro9000,16.0,canon cli-221 black ink cartridge 2946b001,black,11.99,0,0.44963655244029077,2.0,0.33333333333333337,0.35,0.5000000000000001,0.7979047894477844,20.0,0.5238095238095238,3.0,0.4,0.6333333253860474,0.6700000166893005,0,0.08333333333333333,0
5367,14,302,panasonic hands-free headset kxtca86,panasonic hands-free headset kxtca86 comfort fit and fold design noise cancelling microphone standard 2.5 mm connection,14.95,panasonic kx-tga101s dect 6.0 expansion handset,None,36.04,0,0.04635761589403975,3.0,0.0,0.2463768115942029,0.20412414523193154,0.8396210074424744,30.0,0.36170212765957444,4.0,0.19999999999999996,0.46666666865348816,0.46666666865348816,0,0.0,0
5368,509,664,toshiba black 9-inch lcd widescreen portable dvd player sdp91s,toshiba black portable dvd player sdp91s 9 ' widescreen tft lcd display up to 5 hour lithium battery life official divx certified switchable audio/video input and output swivel and flip type screen black finish,None,toshiba sd-p71s portable dvd player,toshiba sd-p71s 7 ' portable dvd player,119.36,0,0.766566265060241,3.0,0.0,0.36486486486486486,0.5962847939999439,0.8061751127243042,32.0,0.4838709677419355,6.0,0.0,0.0,0.0,0,0.0,0
5369,480,926,sony red cyber-shot digital camera dscw150r,sony dscw150 red cyber-shot digital camera dscw150r 8.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,None,sony cyber-shot dsc-w170 digital camera silver dscw170,10.1 megapixel 16:9 2x digital zoom 2.7 ' active matrix tft color lcd,None,0,0.5183585313174945,3.0,0.0,0.5396825396825397,0.6172133998483676,0.8547446727752686,22.0,0.5925925925925926,0.0,1.0,1.0,1.0,1,1.0,0
